author,comment,likes,published_at
@chriscp3857,"Serious thor ✅
Long hair thor ❌",2,2025-12-30T15:03:42Z
@robloxnoob1546,"Thor when he has short hair 🗿
Thor when he has long hair 🤡",1,2025-12-30T15:03:41Z
@Jec-Ganja,1m views in hour crazy,0,2025-12-30T15:03:41Z
@krish_was_here,lets gooooo thor,0,2025-12-30T15:03:40Z
@abeljacobvinod,Yeah we got our avengers back,0,2025-12-30T15:03:39Z
@ozay1453,ruso kardeşler küfrü hak etmedi mi,0,2025-12-30T15:03:38Z
@Shabineeee,Peak Thor is back 🙏 we used to pray for times like this 😭,0,2025-12-30T15:03:37Z
@TheDeadpoolguy,ok cool but now we need the xmen trailer,0,2025-12-30T15:03:37Z
@KanavPradhan-s2f,XD Disney now trying really hard to get their male audience back XD. not gonna fall for their bait and switch again. I hope this flops XD,0,2025-12-30T15:03:36Z
@dostproductions14,Thor with that hammer + lightning combo = straight chills 😮‍🔥⚡,0,2025-12-30T15:03:33Z
@AlanMex-q2f,Thor is not playing around anymore,2,2025-12-30T15:03:33Z
@carltheyoda2155,In Russo We Trust!  LFG!!!,0,2025-12-30T15:03:32Z
@Kaylan0713,STOP!!!! Are we gonna get a trailer for each Avenger returning!?!? STOKED❤❤,0,2025-12-30T15:03:29Z
@Ofiritshirit,Destruction by Dr Doom 100% for sure.,0,2025-12-30T15:03:26Z
@FarBeyondChaosX,I'm super hyped for this movie😁,0,2025-12-30T15:03:26Z
@dostproductions14,Loki better show up… I’m just saying 👀🖤,0,2025-12-30T15:03:25Z
@mrinal8140,"After Thor 4, don't give me hope 😭",0,2025-12-30T15:03:24Z
@ISADANCYCLE,Should call it Avengers Dad's Day,0,2025-12-30T15:03:23Z
@5806berserk,Is real or ia?,0,2025-12-30T15:03:22Z
@user-lv6gz2fl3w,"Why its avengers doomsday,  not avengers guardians xmen and more doomsday.

I mean theres something about that avengers are center key in movie.",0,2025-12-30T15:03:21Z
@siddarthkarra9784,Russos are giving us back the best Thor!! can't wait!,1,2025-12-30T15:03:20Z
@oosidewalkoo,DOCTOR STRANGE TEASER NEXT...,0,2025-12-30T15:03:19Z
@keeganboldin8003,THOR IS BACK!!,0,2025-12-30T15:03:19Z
@emperorclaudius5499,THE STRONGEST AVENGER!,0,2025-12-30T15:03:19Z
@GlobalCineman,This teaser have More aura then whole Love and thunder,0,2025-12-30T15:03:19Z
@Kartik_S07-mnk,"THOR GIVING THE INFINITY WAR VIBES , SAME HAIR CUT ⚡⚡⚡⚡🌩️🌩️🌩️🌩️🌩️🌩️🌩️🌩️⚡⚡⚡⚡⚡⚡⚡",0,2025-12-30T15:03:18Z
@gabrielsoto4356,Y when Scarlett witch returns,0,2025-12-30T15:03:16Z
@dostproductions14,Loki better show up… I’m just saying 👀🖤,0,2025-12-30T15:03:16Z
@d33jus,WHY IS THOR CRYING?????,0,2025-12-30T15:03:15Z
@ZEUSDOMINION,"- All Father give me Strength -

Thor Odinson",20,2025-12-30T15:03:15Z
@EmilioZeo25,And for this so-called one more enemy I wonder who it might be either Hercules or Dr. doom in a way it depends on how the next avengers movie might go,0,2025-12-30T15:03:14Z
@mrallan8063,"In TV... when a show has jumped the shark, they introduce children because they have run out of creative gas.",0,2025-12-30T15:03:13Z
@bradleyogilvie8869,So they’re doing one trailer per character?  This could mean a lot of trailers,0,2025-12-30T15:03:11Z
@AntonKeyser-g4u,I don't think this movie will have funny moments.,0,2025-12-30T15:03:11Z
@FardosAhmed-u9c,🎉🎉🎉,0,2025-12-30T15:03:11Z
@thelatestviral9404,One year to wait....😢😢😢😢,0,2025-12-30T15:03:10Z
@Gabbyubah,Please give him his helmet,0,2025-12-30T15:03:09Z
@aman_brx,Let's goooo 😭🔥,0,2025-12-30T15:03:08Z
@dostproductions14,Is it just me or does Thor get stronger every single trailer? 💪⚡,0,2025-12-30T15:03:07Z
@joyboy-gaming-911,Nice Fake Views,0,2025-12-30T15:03:06Z
@FragranceSession89,"Infinity war thor: Praying for strength
Doomsday thor: Praying for survival",34,2025-12-30T15:03:05Z
@Akhil_Balan_A,Doctor Doom == Avengers compressed🙃,1,2025-12-30T15:03:04Z
@Iit_prw,i just want him to not die 😥😥,0,2025-12-30T15:03:04Z
@memesdoM_01,MEU DEEEEEUS,0,2025-12-30T15:03:03Z
@Whoyoulookingat00,God of war😂,0,2025-12-30T15:03:02Z
@CostumeDesigning,They can't control the leak😂😂😂.,1,2025-12-30T15:03:01Z
@VladGN,This is character building done right!,0,2025-12-30T15:03:01Z
@romabati4433,Finally someone is serious again,0,2025-12-30T15:03:01Z
@modernworldSL,Why thor crying ? 😢,0,2025-12-30T15:03:00Z
@gowthams1662,Waiting for prime thor❤🔥,0,2025-12-30T15:03:00Z
@jr_xtreme8940,Looks like he's lost his right arm already,0,2025-12-30T15:02:58Z
@Maximus_eb,Thor with less hair...we know this is serious!!,1,2025-12-30T15:02:57Z
@dostproductions14,"This looks EPIC. The visuals, the lightning, the MUSIC — everything hits different ⚡🎶",0,2025-12-30T15:02:55Z
@Iamolwethu127,Give us the x men one,0,2025-12-30T15:02:54Z
@Jesse_005,Every trailer of doomsday reminds me of ''Avengers assemble'',3,2025-12-30T15:02:53Z
@double_gee001,Bro's really serious about this💀🥶,0,2025-12-30T15:02:54Z
@VibeWithJerry273,❤❤🎉,0,2025-12-30T15:02:51Z
@nirajjaiswal4759,RJD know how to cook her character,0,2025-12-30T15:02:46Z
@raymalik5171,Ok I love this version of Thor,0,2025-12-30T15:02:43Z
@SFOnGFuel,did shake spear write this,0,2025-12-30T15:02:41Z
@AdanMarques,"Tudo muito calmo, tudo muito parado, n to curtindo esses trailers n",0,2025-12-30T15:02:42Z
@dostproductions14,"🛡 Fun fact: Thor comes from Norse mythology, and “Doomsday” vibes feel VERY Ragnarok-inspired 👀",0,2025-12-30T15:02:40Z
@arox0763,❤,0,2025-12-30T15:02:37Z
@kryptonian69,Both of his eyes are the same color? Didnt he have a robotic eye with different color?,0,2025-12-30T15:02:35Z
@shinatsuji7503,He's afraid. He was never afraid.,0,2025-12-30T15:02:34Z
@Tonenokea,I’m not ready to lose Thor.,0,2025-12-30T15:02:33Z
@AntonKeyser-g4u,This will be the best MCU movie ever.,0,2025-12-30T15:02:32Z
@bloctorflux3566,Cos that’s what heroes do,0,2025-12-30T15:02:30Z
@_AFROZ_YT,4k trailer from Marvel I never expected 😅,1,2025-12-30T15:02:30Z
@TheSpoonThatBends-mx1wj,"We got Steve Rogers, Thor and xmen in the same movie? Just take my goddamn moneh",0,2025-12-30T15:02:30Z
@Jaxxson.,serious thor then unserious thor then serious thor it’s like they can’t decide,0,2025-12-30T15:02:29Z
@E-pr9mx,So in a year from now...,0,2025-12-30T15:02:29Z
@echo_editz-h5f,We got this and stranger things series finale trailer at the same time?!?!,0,2025-12-30T15:02:28Z
@Chicken_On_Game,"0:37 "" The Stormbreaker """,16,2025-12-30T15:02:27Z
@DavidEzenduka,This will be fire 🔥🔥🔥🔥🔥🔥🔥,0,2025-12-30T15:02:25Z
@c_robzilla,I looooove how they are introducing or reintroducing each character’s with their own video to promote this movie early on since it’s at the end of the year. This is brilliant. I wonder who’s next‼️‼️,0,2025-12-30T15:02:24Z
@JamesBaxter-dh6eb,QUE MIEDO BOLUDOOO!!,0,2025-12-30T15:02:24Z
@raeldri5867,"Notice the pattern:
Serious Thor
Steve's return 
Tony's return
They are banking on what make the MCU big at the start",1,2025-12-30T15:02:23Z
@Robert-ri7mt,"Vin Diesel

I got Family. 💩💩💩💩

D.o.a",0,2025-12-30T15:02:22Z
@jaidengeorges6810,Bro is preying for survival. I think we should prey for his survival too🥲,0,2025-12-30T15:02:20Z
@Jan_Strzelecki,"Ah, so we're crying today. Okay.",0,2025-12-30T15:02:20Z
@keviny704,Nobody cares as much as they used to anymore.  They took this franchise in a direction NONE of the fans who were giving them their money and loyalty wanted to go in.  Thats why they had to backtrack on some of those decisions.  Hopefully they can turn things around and recapture the magic...🤞🤷‍♂️,0,2025-12-30T15:02:19Z
@a3m4d_plays34,Thor is back in his infinity war style!,0,2025-12-30T15:02:18Z
@akhilshukla1198,17 ko telegram pe aa jayega 😂😂,0,2025-12-30T15:02:18Z
@dostproductions14,Not gonna lie… every Thor movie somehow looks bigger than the last one 😮‍💨⚡,0,2025-12-30T15:02:17Z
@SomosPapel_OFC,Am I the only one who ended up with that face 😐 the whole teaser? I miss feeling something for a Marvel movie,0,2025-12-30T15:02:16Z
@ron6083,"My goodness,  the slow melodic Avengers theme playing in the back along with Thor's prayer has me on edge for what's next.😟 And I love everything thing about it!😅😅😅",0,2025-12-30T15:02:13Z
@tjlego,SHORT HAIR THOR IS BACK,1,2025-12-30T15:02:13Z
@BirjitTamang-i4b6z,नेपाली कोई छैन यहाँ,0,2025-12-30T15:02:12Z
@3Rayfire,Doomsday Clock is getting more ominous.,0,2025-12-30T15:02:10Z
@deevakarlingam4376,Im also like thor from 2023 till now suffer home anxiety and depression even i cant do small things bcs sibling anxiety maybe 2026 bring me happiness like 2016 or before 2023😢,0,2025-12-30T15:02:07Z
@xTerry134x,Give us 30 more trailers. Thanks 🤍,0,2025-12-30T15:02:07Z
@dostproductions14,⚡🔥 This trailer just shook the Nine Realms! Thor is BACK and I’m not ready 😭,0,2025-12-30T15:02:04Z
@Snakie_Chan,The nostalgia bait is strong with this one,0,2025-12-30T15:02:03Z
@autisticflyingsaucer,The infinity war haircut!!!,0,2025-12-30T15:02:03Z
@brantwoez,oh hell nah they sliming my boy thor nooooo don’t do this 😭😭😭😭😭😭😭 these teasers giving me goosebumps man,0,2025-12-30T15:02:03Z
@hardeepsingh4300,Notifications from 'Personalised'  to 'All' ! 😏 Thanks Marvel.,0,2025-12-30T15:02:03Z
@HereComesThePaine,"MCU Sentry vs Thor (with Stormbreaker and Mjolnir), who y'all got?!",0,2025-12-30T15:02:02Z
@Stiiizz,It will we finally find out why Thor was crying?,0,2025-12-30T15:02:01Z
@acupofdave,"Thank God the ""Dumb Thor"" era might be ended",0,2025-12-30T15:01:59Z
@JangoFatt,Yhe most handsome and Good looking avenger,1,2025-12-30T15:01:57Z
@mpuangditlhong5199,"Dear Marvel, Clearly you gone have my money at this rate, You Throw me a Rainbow and that paper goes back into my pockets...I SWEAR ON ODINSON's SON!!!! KEEP THE TONE RIGHT THERE!!!",1,2025-12-30T15:01:56Z
@FOESAKENM,So Hyped 🔥,0,2025-12-30T15:01:55Z
@hunterhunter6217,Indian attendance here 😄,1,2025-12-30T15:01:54Z
@georgiilkov9915,Couldn't make an engaging story in 5 years so we resort to nostalgia bait.,0,2025-12-30T15:01:53Z
@MrSouthSioux,Call me when there is a big X in the title.,0,2025-12-30T15:01:52Z
@튜브-p9g,"Hey guys. Cap, Thor, x men, f4&wakanda is not the end. There is 2 more teasers. So, two down four to go❤",0,2025-12-30T15:01:52Z
@Keedfr7,les go,0,2025-12-30T15:01:50Z
@Mabs288,MCU always delivers banger after banger. But this one feels different for some reason.,0,2025-12-30T15:01:50Z
@White-FoX47,Every one will return in Avengers Doomsday,4,2025-12-30T15:01:49Z
@popynaskar2712,"Is this a hint ,u know what i am talking about😢",0,2025-12-30T15:01:48Z
@MRTRBOOM,Hi,1,2025-12-30T15:01:43Z
@kajilalunette5827,Oh so it's like kratos,0,2025-12-30T15:01:41Z
@ItsFkingKrysp,Yo Yo please rune king thor be real,0,2025-12-30T15:01:39Z
@TheProtagonist2020,"In Loving Memory Of Stan Lee
(12/28/1922-11/12/2018)",9,2025-12-30T15:01:37Z
@songsera143,thor odinson,0,2025-12-30T15:01:36Z
@storyverse_2-ufc,India want 1:22 Dhanush✅,1,2025-12-30T15:01:36Z
@karlitatv,Now this is the return we all want,0,2025-12-30T15:01:35Z
@TE_Action_Figures,The Russo brothers love short hair Thor,1,2025-12-30T15:01:33Z
@groundbreaker1052,"Steve: Having a moment with his loved one.🎖
Thor: Praying to return safe to his loved one.⚡️
Cyclops: Feared for losing his loved one.💥",1,2025-12-30T15:01:33Z
@hrvshorts2148,Finally we got serious thor again,79,2025-12-30T15:01:32Z
@jaybauer5619,Marvel getting desperate 😂😂,0,2025-12-30T15:01:31Z
@resistancepublishing,About time Marvel Studios treated Thor with some respect.,0,2025-12-30T15:01:29Z
@hajimenolynner,Meh 🫤,0,2025-12-30T15:01:29Z
@Khamalathue,I feel the teaser will show doom and instead of iron man will return it will thrn cut out his name and say doom will return. Probably not but would be sick since we got 2 teasers of 2 of 3 of the big 3 in the mcu,0,2025-12-30T15:01:26Z
@joker-man74,I Hope We Keep The Serious Thor Then A Goofy Thor 😢❤,0,2025-12-30T15:01:25Z
@deasgon2680,"Please, no more silly Thor.",0,2025-12-30T15:01:24Z
@robloxnoob1546,Can't wait for Dr Doom reveal,0,2025-12-30T15:01:24Z
@Jaanggoulal,Infinity thor hell yeaa,0,2025-12-30T15:01:23Z
@MishrSays,❤❤❤❤❤,0,2025-12-30T15:01:22Z
@Иван-к9ь1у,...Are they promoting a movie a whole goddamn YEAR before it's release?,0,2025-12-30T15:01:22Z
@PesnolUse,Marvel cooked we get unworthy thor in full potential and he team up with Loki no god of storys💯💯😮😮,1,2025-12-30T15:01:21Z
@erdnadx738,thrud thorsdottir.... in mcu,0,2025-12-30T15:01:20Z
@steve-k2q1d,He can finally get the Thor force,0,2025-12-30T15:01:19Z
@jaydenyang5384,Thor he is coming back ❤❤❤,0,2025-12-30T15:01:18Z
@iamshaikharsalan,Thunder ⚡ is back ❣️,0,2025-12-30T15:01:18Z
@pritamsahakeerthi,this is the version of thor we needed in Love and thunder,0,2025-12-30T15:01:18Z
@Deathshuck,"It's really sad how they're doing everything they can do undermine and ruin Endgame. Returning RDJ as a whole other character (unbelievably pathetic) to pulling Captain America out of retirement, ruining also his perfect character arc.

It's not a surprise why, since every single thing they have done since Endgame has been a mediocre flop, not realizing that the magic was in the actors and the performances, not the characters themselves and CGI.

Once you kill Iron Man, retire Captain America, there's nothing left. They did it, but now they have to do everything in their power to bring it back, because they cornered themselves. It was over.",0,2025-12-30T15:01:17Z
@Akgamerx_official,All indians here 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,1,2025-12-30T15:01:16Z
@chintuarts6487,You know the weather when thor get's serious 💀,1,2025-12-30T15:01:16Z
@ScottThePisces,Thor's turning into Kratos real quick 😭,0,2025-12-30T15:01:16Z
@davislebarron619,My infinity war senses are tingling,0,2025-12-30T15:01:16Z
@intafun7650,This is peak thor 🫡🫡,0,2025-12-30T15:01:14Z
@everythingfun7177,Serious Short hair Thor! Let's goooo,0,2025-12-30T15:01:12Z
@sam.mankar,Next video: Iron Man will return in Avengers: Doomsday,0,2025-12-30T15:01:10Z
@gaberichardson2943,Thor's song will be heard in the ballads of Asgard!,0,2025-12-30T15:01:09Z
@Chicken_On_Game,"Avengers Assemble 🔥💪
👇",0,2025-12-30T15:01:08Z
@kripashankargupta5956,Yeahhhh,0,2025-12-30T15:01:05Z
@UniQue1992,A serious Thor? Praise the gods,0,2025-12-30T15:01:04Z
@Suunil09,Thor❤,0,2025-12-30T15:01:04Z
@watchingstuffforfunig,Praying like Thor so that I'll get to see this movie before I am sent to the trenches next year. Value your freedom guys,0,2025-12-30T15:01:03Z
@sarangag,With Great Powers Comes Great Responsibilities...,3,2025-12-30T15:01:03Z
@jjay2530,"love seeing the russo’s tackle thor, they always know what to do with him",0,2025-12-30T15:01:02Z
@Ihavetoast,🔥🔥,0,2025-12-30T15:01:00Z
@actionfigure7139,Give me DOOM!!,1,2025-12-30T15:01:00Z
@MrAW_in,Tic tac tic tac...and towards the release date 📅,0,2025-12-30T15:00:59Z
@harikrishnankanagaraj6720,not going to work Marvel,0,2025-12-30T15:00:58Z
@Quin_Ram,"Marvel. At this point, just release the whole movie.",1,2025-12-30T15:00:55Z
@claiacost,G,0,2025-12-30T15:00:52Z
@samuell_c,Thor Will Return In Avengers: Doomsday 🔥,1,2025-12-30T15:00:50Z
@jaredpetersen7343,yess please Odin please return,0,2025-12-30T15:00:50Z
@raiyanaparveen3625,😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆😆,0,2025-12-30T15:00:50Z
@Itzpk_,This thor gives me more like kratos vibes....,0,2025-12-30T15:00:47Z
@trehubb6144,Please give us the Odin Force/Thor Force,1,2025-12-30T15:00:47Z
@JustMe-rf6no,is this footage shot on mexico? all i see is just yellow,0,2025-12-30T15:00:46Z
@debers9944,Not the Micheal Bay orange skin tone,0,2025-12-30T15:00:46Z
@aquariusscorpion7043,Have to wait for a year for this..,0,2025-12-30T15:00:46Z
@salemali7799,"Heey, That's Pretty Good.",1,2025-12-30T15:00:46Z
@reubenfevrier2349,I’m excited.,0,2025-12-30T15:00:45Z
@PurePrince683,"Looks good
Thor 🔨",1,2025-12-30T15:00:44Z
@AstroRVe,Rip thor,0,2025-12-30T15:00:44Z
@MrMejia187,The Russos just KNOW Thor man.,0,2025-12-30T15:00:43Z
@SuppanatCharoenhirunsilp,Avenger:doomday will retrun in Avenger: doomday,0,2025-12-30T15:00:42Z
@abstrxctyt,"the ""____"" will return in Avengers: Doomsday always gives me goosebumps bro",0,2025-12-30T15:00:40Z
@RPGFa1ZaR,Doomsday clock,0,2025-12-30T15:00:39Z
@ambarshrivastava1834,No thor can't be dead don't do this marvel no hell no,0,2025-12-30T15:00:38Z
@arslanraj5413,God of Thunder ⛈️⚡⚡⚡⛈️,0,2025-12-30T15:00:37Z
@brendan7704,"Waititi ruined Thor by making him too comical. Glad he’s back and serious.

Marvel really should just release all these teasers when they leak. The Thor and Cap ones were circulating for weeks before Marvel released them and it just makes it far less exciting when you’ve seen it",0,2025-12-30T15:00:37Z
@dlocktrends9703,That was hard!!!!,0,2025-12-30T15:00:37Z
@DeeTek08,Gta 6 will return in AVENGERS: DOOMSDAY,0,2025-12-30T15:00:36Z
@deepaksah1324,Like if you are watching in 2025,1,2025-12-30T15:00:36Z
@ThatOneTNTGuy,My dad bought my mum a life sized Chris Hemsworth cardboard cutout,13,2025-12-30T15:00:36Z
@mycrazyn7129,A father's point of view and prayer 👏👏👏👏,0,2025-12-30T15:00:36Z
@winstonsworld9236,His eye grew back,0,2025-12-30T15:00:34Z
@darktemplar8140,So.. how's Gamora?,0,2025-12-30T15:00:34Z
@shabanspawn,"💀
Is it AI or fan made❓",0,2025-12-30T15:00:33Z
@RonedelJosephRuano,Under 1 hour gang,0,2025-12-30T15:00:33Z
@Roll4Attack,"I get it now, we're getting everyone's teaser trailer until the movie comes out.",0,2025-12-30T15:00:32Z
@RajaMalik-o7q,OMG 😱 thor return,0,2025-12-30T15:00:31Z
@fortylicks108,Why is thor crying?,0,2025-12-30T15:00:30Z
@Vinicius99660,"Brothers Russo really know what to do with the characters, it may have brought all the actors back, but Marvel's master snare was to bring them to direct these movies.",1,2025-12-30T15:00:28Z
@Wholy,Ok nice!,0,2025-12-30T15:00:28Z
@StudioJay11,We may finally know why Thor was crying…,0,2025-12-30T15:00:27Z
@rameshchandsharma4023,"Whenever Thor appears with the image of a warrior, he feels more powerful than ever—just like Wakanda in Infinity War. I still remember that epic moment when Thor arrives in Wakanda. “Bring me Thanos!” Oh my God, people went crazy in the movie theatre at that scene. If the director implements a similar moment in Doomsday, it would be absolutely insane 🔥🔥🔥🔥",1,2025-12-30T15:00:27Z
@XIT.563,"Came a long way, from Love and thunder",0,2025-12-30T15:00:26Z
@BellsH-u5d,Thor dies,0,2025-12-30T15:00:25Z
@mggamer5325,Thor is ready for the battle,1,2025-12-30T15:00:24Z
@KZENIGSEGG,2026 just might be our year🥹,0,2025-12-30T15:00:24Z
@kaifbfuxjsnjdjfhrhdjs,so whole endgame team resemble pass burden to new gen ?,0,2025-12-30T15:00:22Z
@natesaurus4089,Good to get back serious Thor. The Russos should’ve done every film for him,0,2025-12-30T15:00:22Z
@arslanraj5413,Thor is back,0,2025-12-30T15:00:22Z
@SN_1998,Why do I think thor is going to die.,0,2025-12-30T15:00:21Z
@theXUscalper,Infinity War level buildup or nah? Be honest👇,2,2025-12-30T15:00:20Z
@shenanigansreal,small creators never give up,0,2025-12-30T15:00:18Z
@Absolutepower7,The Chris Evan’s one was better I’m sorry 😢,0,2025-12-30T15:00:17Z
@benjamingraham8640,Is that Vecna 1:17 😟,3,2025-12-30T15:00:17Z
@simonf9160,Maybe we'll finally find out my Thor was crying,0,2025-12-30T15:00:16Z
@StudioJay11,"The return of the “strongest avenger” 

Don’t tell Bruce.",0,2025-12-30T15:00:15Z
@Spencer_E,This is so god of war coded I love it,0,2025-12-30T15:00:14Z
@joshuacreido4994,Prime thor is back 🔥💀,0,2025-12-30T15:00:14Z
@Sunflowerxyz,Thats a major death flag on thor,0,2025-12-30T15:00:13Z
@iam_ad629,Yessssss russos bros are cooking with grease 🧑‍🍳,0,2025-12-30T15:00:13Z
@hardeepsingh4300,"But, Great Expectations from this, if not More !! ⚡",0,2025-12-30T15:00:11Z
@FriedBaconRPG,"Marvel, Feige, DOWNEY!!! Please dont screw this one, this is the saving move...",0,2025-12-30T15:00:10Z
@DreysKrib,Defeat one more enemy and return home to her..  uh oww.. that's it. Last war for the Mighty THOR!! :(,0,2025-12-30T15:00:08Z
@Yuusfw,"Again. Slow movement, random forest, no art direction. Marvel, enough with the AI slop",0,2025-12-30T15:00:08Z
@arslanraj5413,No 1 Avenger,0,2025-12-30T15:00:08Z
@nilouxme,I LIKE THIS ONE,0,2025-12-30T15:00:07Z
@hayesism,"Not that this is terrible or anything, but all these comments are such generic glazing. Bot farms got a fatass Disney paycheck to get ahead on this one.",0,2025-12-30T15:00:06Z
@JacobStudios-4hg,Absolute cinema.,0,2025-12-30T15:00:05Z
@shenanigansreal,under an hour,0,2025-12-30T15:00:05Z
@pensamentosnerds-p7k,"Eu torço para que o Thor esteja vivo, por favor, mavel",0,2025-12-30T15:00:02Z
@OhgaiBusouGeats,AHHH! SERIOUS THOR IS BACK!!,0,2025-12-30T14:59:59Z
@Flamejmx,Bruh,0,2025-12-30T14:59:59Z
@omaral-dahrawy3105,"Goofy in Ragnarok, serious in Infinity War, Goofy in L&T, serious in Doomsday 

Make up your mind already",0,2025-12-30T14:59:58Z
@HS-mz1lh,When is Chuck Norris making his debut?,0,2025-12-30T14:59:57Z
@MSaud-wx1mf,❤❤❤❤❤❤❤❤,0,2025-12-30T14:59:57Z
@DeepUnder50,Me pregunto como será su batalla contra doom? 😧🤔,0,2025-12-30T14:59:56Z
@nitishsyadav24,"Doom collecting children
Steve Rogers' child
Thor's girl
Mr. Fantastic's child",2,2025-12-30T14:59:55Z
@gagenado,The hell is 1e:17er:02020 at 1:13,0,2025-12-30T14:59:55Z
@KaranSingh-uk2gt,Finally a serious thor which I will. Definitely love ro warch🗿,1,2025-12-30T14:59:55Z
@namirjordan9660,Thor back serious again?? i used to pray for times like this🔥🙏🏽,1,2025-12-30T14:59:53Z
@theXUscalper,They finally stopped playing it safe. Stakes actually feel real again,480,2025-12-30T14:59:52Z
@beastmerc84,"🙌 ""Heill Óðinn"" 🙌",1,2025-12-30T14:59:51Z
@Mr_StickMC,Next marvel video: iron man will return in a avengers doomsday,0,2025-12-30T14:59:51Z
@LXST-_-PRXPHET,last trailer will be RDJ as doom lol,0,2025-12-30T14:59:49Z
@Shaddoww772,Prime Thor is back Lets go!,1,2025-12-30T14:59:47Z
@arslanraj5413,Thor love you from Pakistan 😊,0,2025-12-30T14:59:47Z
@keyboarding4ever,Imagine doomsday is whooping Thor(thanos) and then cap summons Mjolnir again..,1,2025-12-30T14:59:47Z
@Psydru,justt say it once that ironman is coming back too plzz,0,2025-12-30T14:59:46Z
@Kratos_Assault,"from ""father we'll finish them together"" to this ""return as warmth""",248,2025-12-30T14:59:44Z
@EpicAviationTeam,Is this AI?,0,2025-12-30T14:59:43Z
@2strike5nights,People said this was ai but it not,0,2025-12-30T14:59:42Z
@KurkiNTF,hell yeah haircut,0,2025-12-30T14:59:42Z
@myWiggy,I thought having a kid was Cap's thing?,0,2025-12-30T14:59:40Z
@GAMINGWORLD320-t6p,0:50 THE SOUND OF THOR,0,2025-12-30T14:59:40Z
@dlociskrazy2022,Marvel still owned by Disney? Ya im gonna wait till its free and hopefully its decent.,0,2025-12-30T14:59:40Z
@sjraghav28,"A serious Thor 

fascinating",0,2025-12-30T14:59:38Z
@davidpopoola3794,Let's goo,0,2025-12-30T14:59:36Z
@thelifesenpai,"It's The Sign, 
that I was here On 31-12-2025, Excited & Experiencing Absolute Cinema ✋😏🤚",0,2025-12-30T14:59:33Z
@arslanraj5413,Thor 🔱🔱🔱🔱🔱🔱🔱,0,2025-12-30T14:59:32Z
@Sam-mv3if,Is that Gorr's daughter?,0,2025-12-30T14:59:31Z
@KaranRathor-r4q,❤❤❤ wait for 💀💀💀,0,2025-12-30T14:59:31Z
@abhirajcomrade754,Ironman,0,2025-12-30T14:59:31Z
@deepanshubeniwall,Next : The Incredible Hulk,0,2025-12-30T14:59:30Z
@gregoriusraifanduspratama1196,bring back our serious thor !!!,0,2025-12-30T14:59:27Z
@blackexcellenceeveryday,Strongest avenger,0,2025-12-30T14:59:26Z
@hiranmoyhansda42,"""The sun will shine on us again.""",0,2025-12-30T14:59:27Z
@jackmanoz201,.,0,2025-12-30T14:59:26Z
@kurtiswatson97,Either gonna be runebreaker thor or all father thor by the end of this for sure.,0,2025-12-30T14:59:24Z
@Pluto-c4q,character development is back guys!,0,2025-12-30T14:59:23Z
@NathanielFD,"Muy épico el trailer. Es el Thor que merecemos y que vuelva a su look de Infinity War es una locura, peroooooooooo, creo que ni con Thanos lo habíamos visto así de asustado. Que un personaje así de fuerte como Thor esté en ese mood, te habla de la amenaza taaan grande que será Dr Doom. Una locura.",0,2025-12-30T14:59:20Z
@zmir813,The Deadpool and Wolverine scene coming in hot.,22,2025-12-30T14:59:18Z
@anshuff5964,Thor ready to cooked ❤❤😢,0,2025-12-30T14:59:17Z
@GlitchManOmega,"Still going to be a box office flop. Nothing here but nostalgia-baiting and fanservice. And hey, remember Kang? Remember when he was going to be the next big bad? None of you do because they're dangling RDJ's Dr. Doom in front of your faces.",1,2025-12-30T14:59:14Z
@CalebTorres-r6e,Se nos muere,0,2025-12-30T14:59:13Z
@deadpoolchimichangas7111,Time for Thor to be serious,0,2025-12-30T14:59:13Z
@sadjesse,"Are they going to tease every Avengers with these short clips till release?
Can anyone say, how this Doomsday fits in the Avengers timeline?",0,2025-12-30T14:59:13Z
@АлексейМарков-у7ч,Why was Thor crying?,0,2025-12-30T14:59:09Z
@AslanDaGr8,"I really thought we were about to get the ""Hear me father, Am I Worthy?  If so, may I find your favor this day... See my Heart, and not just my hand."" speech 😅",0,2025-12-30T14:59:08Z
@Jeavess,Runeking thor incoming,0,2025-12-30T14:59:08Z
@Rajachaudhary7212,Hello yaehhhhhhhhh 😭👍👍🥊😊😭😭😭🥊🌟🌟🌟💀💀💀,0,2025-12-30T14:59:07Z
@jdwilliams1202,This is why he’s the best Avenger the Russo brothers do a great job of reminding you that Thor means business I can’t wait,1,2025-12-30T14:59:06Z
@aresgodofwar2336,See yall on Doomsday !!! 👺- doom,0,2025-12-30T14:59:05Z
@kimpo00berg,"Imagine the last trailer is ""ironman will return in avengers doomsday"" but not Dr doom iron man himself",0,2025-12-30T14:59:03Z
@MajesticFreedomEU,"Thor is praying to the wrong God, only Jesus can save him.",0,2025-12-30T14:59:01Z
@Phosfit,Yall think Hulk is gonna be angry?,0,2025-12-30T14:59:00Z
@minG990C1,We used to pray for times like these!!!!,0,2025-12-30T14:58:57Z
@aryantomar1351,I wonder if they have plot armour,0,2025-12-30T14:58:52Z
@I_AM_HARSH,Drop for Loki,0,2025-12-30T14:58:51Z
