author,comment,likes,published_at
@streetrat48,RELEASE THE X-MEN TRAILER!!!!!,0,2025-12-30T16:24:21Z
@ericcartman6667,The theme seems to be about children and family. This teaser is the same as the first one.,0,2025-12-30T16:24:15Z
@superduckylogan6322,WE'RE SO BACK!!!!🔥🔥🔥🔥🔥🗣️🗣️🗣️🗣️🗣️,1,2025-12-30T16:24:13Z
@DarthVoldemort-hwmnbn,This is definitely a departure from the Taika Waititi. At least there’s something Marvel did right.,0,2025-12-30T16:24:12Z
@MatthewPalanca,"Thor fans, we’re back 🔥🔥🔥",0,2025-12-30T16:24:10Z
@Some_Guy_on_the_web,Got God of War 2018 vibes,0,2025-12-30T16:24:07Z
@divyankjuneja9727,This means the leaks are real,0,2025-12-30T16:24:06Z
@dipanjanduttaroy2138,"They didn't play the Avengers theme at the end, probably this is where they draw the line with Thor",0,2025-12-30T16:24:04Z
@timv82,Gave me chills!,0,2025-12-30T16:24:03Z
@thelgiver5844,"I guess Thor and Love decided to go for a more ""log cabin"" vibe with their house",0,2025-12-30T16:23:59Z
@bluefig797,"Finally! A serious Thor, not the goofy, bro Thor we saw before. He’s had too much character development to not pay this off.",0,2025-12-30T16:23:53Z
@DCUniverse816,"Unlike Steve, we always knew from the start that Thor would return",0,2025-12-30T16:23:48Z
@TheLilPunisher,Guys please don’t kill him off 🙏🏻,1,2025-12-30T16:23:48Z
@KrazeeCraves,Thors writing is finally not a joke again. Thank you.,0,2025-12-30T16:23:47Z
@jonathanhamlet1942,❤❤❤❤❤❤❤❤,0,2025-12-30T16:23:42Z
@pinkfridge8272,"MARVEL,PLEASE GIVE INDIVIDUAL TRAILER FOR EACH MARVEL CHARACTERS ANNOUNCED IN DOOMSDAY AND MY LIFE IS YOURS!!",0,2025-12-30T16:23:35Z
@MimiPipoo,Can't take Thor seriously. This just seems off. You made him a joke might as well retcon all the slop that has happened with Loki.,0,2025-12-30T16:23:34Z
@WolfMoon351,"Really sucks that it says December 2026 when they announced that it will release in 2027z 🫤
Also it’s weird that the last three Avengers films Thor has short hair.",0,2025-12-30T16:23:32Z
@yankeefernandez,"You know the hype is real when even 35-year-olds react going ""EEEEK🤯😆""",0,2025-12-30T16:23:25Z
@TORHgaming,Yo this war must be crazy if Thor praying to Odin,0,2025-12-30T16:23:19Z
@autodidactit4492,"Мужики, вы готовы?",0,2025-12-30T16:23:12Z
@RuslanSulkhanishvili,Tomorrow is New Year's. I'll make a wish that Doomsday and the new Spider-Man don't disappoint me.,0,2025-12-30T16:23:12Z
@undercoverg.o.d.,I feel  nothing,0,2025-12-30T16:23:11Z
@amparonarbona5142,Getting rid of Taika and bringing back the Russo brothers was just what Thor needed,1,2025-12-30T16:23:08Z
@Buzzscope69,Already saw the leaked version 🥀,0,2025-12-30T16:23:05Z
@sheisnotthere4835,"Notice how this teaser and Steve’s teaser both revolve around their kids, in the credit-scene of Fantastic 4 what is Doom holding? Exactly, a kid, I might be overthinking but are we getting closer to the young avengers?",0,2025-12-30T16:23:05Z
@farhan-1749,''Whatever it takes'''.,0,2025-12-30T16:22:59Z
@mmirekelite56,"I love the mcu but I feel that bringing back Steve and Thor is in poor taste.  One of the things that makes a movie good is proper stakes, proper stakes only feel significant and high *if* the end result is irriversible.   Its why the ending of endgame felt so emotional because it was final... but now they bring back Steve, they bring back Thor and they even bring back RDJ... which throws all the stakes of the previous movies out the window and I feel that does a big disservice to the franchise and what it had built up over the years. Whqt is the point of caring if the charqcters make it through if you can just undo everything at any point. That said this is just one thing, the movie isn't out yet so I'm hopeful that it will be a great movie overall nonetheless.",0,2025-12-30T16:22:59Z
@BrunoLópez-y1l,¡¡¡BRING ME DOOM!!! 😡🪓💥🟢,0,2025-12-30T16:22:58Z
@Thorrne,All father's give us Rune King Thor!,2,2025-12-30T16:22:56Z
@travellervlog3031,Make hulk return tooo plzzzzzzzzzzzzzzzzzzzz with full potential,1,2025-12-30T16:22:52Z
@Mr.BrokenRecord,Were getting closer!!!,0,2025-12-30T16:22:49Z
@Doraemon_7869,Any indian here 😅,0,2025-12-30T16:22:48Z
@azultisdom79,Thor praying for strength is the equivalent of fighting DBS Broly 💀,0,2025-12-30T16:22:44Z
@vedwalker3974,It's about to be a long year.,0,2025-12-30T16:22:38Z
@KXSHgm,What about zues ?,0,2025-12-30T16:22:38Z
@AlHassanAlWaeli,✋Absolute Cinema🤚,0,2025-12-30T16:22:35Z
@MoisePicard-y1f,"So, the leaked teasers and leaked info wasn’t A.I??????? … … 😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣😭😭😭😭😭😭",1,2025-12-30T16:22:34Z
@memeeeisgud,0:57 is the stormbreaker handle metal now?,0,2025-12-30T16:22:34Z
@luisjorgerulo,"What I KNOW it's going to happen, is that this reveals will get less expected as we move through the year, I predict first all the beloved ones, then the ones nobody loves, then the ones everyone was asking for like wolverine and magneto and gambit.... Save this reply",0,2025-12-30T16:22:34Z
@Skykobra2000,"Prime Thor is finally back! 🔥⚡️
He better goes for the head this time xD 👀",1,2025-12-30T16:22:24Z
@AcknowledgeMe1396,Not as a warrior but as warmth ❤,0,2025-12-30T16:22:21Z
@LazySleestack,Looks awful.,1,2025-12-30T16:22:20Z
@Qubert-vs7hz,“Why is Thor crying”,0,2025-12-30T16:22:20Z
@dannyhernandez8611,Please marvel Jesus don’t let Thor die 🙏🏽,0,2025-12-30T16:22:14Z
@flaviobarros8305,Why this trailers coming out already almost a year before this gonna drive me nuts with anxiety,0,2025-12-30T16:22:10Z
@nkrnkr18,"""To return home not as warrior but warmth """,1,2025-12-30T16:21:58Z
@DamkimDonuts,Make it 3rd one on new year 🙏,0,2025-12-30T16:21:58Z
@failedsnips,You know its gonna be big when thor gets that haircut,1,2025-12-30T16:21:58Z
@Mrj11Desi,😢❤,1,2025-12-30T16:21:57Z
@TheKingOfHistory-x2k,Oh my God it's real!!!,1,2025-12-30T16:21:57Z
@Pixel_amツ,Absolute W,2,2025-12-30T16:21:51Z
@АхрорДавронов-и9т,My theater just kicked me out for being seated too early to see this movie,11,2025-12-30T16:21:50Z
@blove88,This sounds like Thor may be a casualty in this film,1,2025-12-30T16:21:48Z
@andrewrafael7843,"Yes! I’m so glad Thor is more serious, determined and willing. This is how Thor SHOULD be, and I’m glad marvel is doing right by him. But now I’m scared for his fate after Doomsday and Secret Wars",1,2025-12-30T16:21:47Z
@hawakayad1630,Thor is back,1,2025-12-30T16:21:46Z
@bol0921,the emcee iu will break the internet when they tease live action miles morales in the post credits is too obvious they will,0,2025-12-30T16:21:32Z
@mpeezy358,"Marvel is like my ex,  still looks pretty good on the surface but dead on the inside.",1,2025-12-30T16:21:30Z
@quintonwilliams718,👍👍👍👍,0,2025-12-30T16:21:29Z
@Rupa104-t1b,Chirs really putting all he can into this speech it's absolutely amazing.❤,12,2025-12-30T16:21:28Z
@HannanNadaf-k2i,What about in hindi,0,2025-12-30T16:21:25Z
@namukipahadiduniyaofficial,Thor,0,2025-12-30T16:21:20Z
@yarawesome,Another Thor story?,1,2025-12-30T16:21:19Z
@Saint.Cosmos,"Marvel counting down a ""Doomsday clock""

Alan Moore - *surprised Pikachu face*",2,2025-12-30T16:21:16Z
@caladoviado,yep a good to see a serious thor honored man,0,2025-12-30T16:21:15Z
@WilliamMoeller-rr2op,"And this, my friends, is why Chris is Optimus prime",0,2025-12-30T16:21:14Z
@kdd4202,Please Russo brothers… bring back the magic of infinity war…,2,2025-12-30T16:21:11Z
@fiyasahamed-,Short hair thor is supercalifragilisticexpialidocious,0,2025-12-30T16:21:11Z
@NesterioMysterio,I love this I am so excited right now,0,2025-12-30T16:21:08Z
@gamingwithaloneboy-p4j,"This teaser felt HEAVY, like something bad is about to happen",387,2025-12-30T16:21:08Z
@musone60,"Some heroes heroes has to die, especially after they got ruined. This sounds and looks off, I still appreciate the attempt.",0,2025-12-30T16:20:58Z
@k___d45-R,❤️‍🔥,0,2025-12-30T16:20:55Z
@KyntrixCC,You know the movie is good when Thor starts praying 💀,1,2025-12-30T16:20:55Z
@Surajkumar-my3bc,With AI conclude dialogs,0,2025-12-30T16:20:52Z
@Ensbfgnerfer-rn5ck,So what is this lore 🥀,0,2025-12-30T16:20:51Z
@Sunnykumbhar1020,Odin son was missing  ?????  Leaked had Odin son ???,0,2025-12-30T16:20:47Z
@SHORT10-e6c,"Father , 
All my life ,i have answered every call
To honor, duty,to war,
But now fate ...
Has given me something .i never sought 
A child 
A life untouched by the storm...
Lend me the strength of the all- fathers
So that i may fight
Once more ..
  DEFEAT ONE MORE ENEMY 
and return home to her.
Not as a warrior 
But as warmth 
To teach hernot battle 
But stillness 
The kind i never knew
Please father heed my words.",0,2025-12-30T16:20:46Z
@internetuser736,Peak about to be back,1,2025-12-30T16:20:42Z
@protheus4723,Finally a Thor without Taika Waititi.,26,2025-12-30T16:20:38Z
@bluflames89,The Godman (drax voice)💪🏾💪🏾💪🏾 Let's go Thor 💪🏾💪🏾💪🏾💪🏾💙💙💙💙💙💪🏾💪🏾💪🏾💙💙💙🔥🔥🔥🔥🔥🔥,0,2025-12-30T16:20:37Z
@anonimbezimaniy4190,Почему оба глаза голубые? Один же кибернетический...,0,2025-12-30T16:20:32Z
@jcappiah,deja vu hair cut,0,2025-12-30T16:20:31Z
@Piyush-oq7gf,Its going to be more serious now,0,2025-12-30T16:20:31Z
@OliverNorton-km6le,Why does this scream that thor is gonna die.i oray im wrong,1,2025-12-30T16:20:30Z
@GOATEDenzel_Curry,Just show us Dr Doom!!,0,2025-12-30T16:20:28Z
@theflash9735,Cinema.,0,2025-12-30T16:20:25Z
@ShadowKnight8040-fk9gt,"""Thou didst not reckon on the might of Thor!""",0,2025-12-30T16:20:20Z
@gamingwithaloneboy-p4j,Chris Hemsworth’s acting in just a few seconds was insane,1,2025-12-30T16:20:20Z
@SANJAYPV-c7m,"This is actual Thor.. serious, pain , power",1,2025-12-30T16:20:19Z
@somtoakah1866,Masculinity is back ❤,1,2025-12-30T16:20:19Z
@wgdjoefraser,Garbage.  MCU is DEAD.,0,2025-12-30T16:20:17Z
@jasonmoon13,I LOVE marvel. But I’m telling you this movie seems so rushed and a quick way to “bring marvel back”. It’s not gunna hit like we think it’s gunna hit😭,0,2025-12-30T16:20:16Z
@soumabharoy9516,Keep it coming !!!!!!,1,2025-12-30T16:20:16Z
@IconicRonaldoShorts,Ronaldo will return in Avengers Secret Wars,0,2025-12-30T16:20:14Z
@DearPistatio,Did anyone notice that both of his eyes are normal (edit: the color of the synthetic eye given by rocket was brown),91,2025-12-30T16:20:13Z
@markkrejic8736,Soo cap and thor leave avengers life behind but Doom comes,0,2025-12-30T16:20:12Z
@AngelicaCanino-l6e3b,No gods no heroes no mutant only doom,1,2025-12-30T16:20:12Z
@rommergeronimo,yupiiiii!!!!!!!!,0,2025-12-30T16:20:11Z
@bradleetaylor4055,Marvels back!!!!,0,2025-12-30T16:20:11Z
@Speed-Pro290,💥,0,2025-12-30T16:20:10Z
@QutybopaYT,Seeing Thor with the short hair again always puts a smile on my face.,2,2025-12-30T16:20:09Z
@CoconutWarfare2077,Welcome back ❤❤❤❤❤,0,2025-12-30T16:20:06Z
@Thatonepersonykmaybe,Cool.,0,2025-12-30T16:20:05Z
@Khuram.Shehzad,I think this will be the last time we see Thor 😢,1,2025-12-30T16:20:05Z
@mikemishra8456,💜,0,2025-12-30T16:20:04Z
@JCNegri,El Dios del Trueno ⚡️,0,2025-12-30T16:19:59Z
@aprameyasowmya5104,Finally they released before another leak lol😂,1,2025-12-30T16:19:55Z
@richystar2001,"Nah, I'ma gonna sit this one out. Super Hero Fatigue is hitting far harder than ever before for this one. The theatres are going to shutdown soon. Most already have.",0,2025-12-30T16:19:52Z
@jamesrevere2992,None of them can beat God Emperor Doom,0,2025-12-30T16:19:51Z
@gamingwithaloneboy-p4j,This teaser proves one thing: Thor isn’t here for jokes anymore. He’s here to END something ⚡,38,2025-12-30T16:19:48Z
@HHL080-x1p,Finally Thor being SERIOUS.,0,2025-12-30T16:19:47Z
@CartooonTHAT,nice try screen culture,0,2025-12-30T16:19:42Z
@chillwthsubh03,OMG All are Back in DoomsDay,0,2025-12-30T16:19:40Z
@anthonyyoutubefan7567,"Nice. Now, give Us the others, too. We're already hyped.😊",0,2025-12-30T16:19:31Z
@a1spinn,Bring back Loki!!!,0,2025-12-30T16:19:31Z
@AbhilasRawat02,Even This single dialogue is enough for  Taika Waititi's all generations....😂,1,2025-12-30T16:19:30Z
@NathanNightshade,"Bring me Thanos!!!!!
By thor ⚡⚡⚡⚡",0,2025-12-30T16:19:29Z
@AhmedGhareab-by9rt,"Thor with infinity war style mean the danger is coming 
Wait for dr doom",0,2025-12-30T16:19:27Z
@Hamadryas1702,YES FINALLY. Thor is restored in all his glory as a god,0,2025-12-30T16:19:25Z
@SpeedKing-gh2k5,"He got the Ragnarok haircut, we might be back with peak gang. WE MIGHT JUST BE BACK WITH MORE HYPE THAN INFINITY WAR",0,2025-12-30T16:19:15Z
@roman-994,"Is it me, or are all the kids of the Avengers girls in the movies? What is up with this?",0,2025-12-30T16:19:15Z
@ItsGoodTobeyou-r2l,Tony Stark 😢😢😢,0,2025-12-30T16:19:15Z
@WhatTheHe11isTHAT,Nice to see Chris Hemsworth playing Thor instead of the Ryan Reynolds we had in the last one.,0,2025-12-30T16:19:13Z
@Noobmaster-h3r,You know that they're Cook when the Strongest is asking for Strength,0,2025-12-30T16:19:12Z
@vary1143,"Thor fans 
We are about to feast in Asgard",0,2025-12-30T16:19:09Z
@yikunobarnaby5759,"The lines are from script, the passion is from the heart. 
Fathers know.",0,2025-12-30T16:19:07Z
@handle-ye5lw,new hero's are so bad they have to get the OG's back to get us in theaters again (no complains tho :),1,2025-12-30T16:19:06Z
@MythMunch,Crazy❤❤❤,0,2025-12-30T16:19:05Z
@Kratosv99,I AM THE GOD OF THUNDER⚡️⚡️,0,2025-12-30T16:19:05Z
@Plurpy,THIS IS CINEMA!!!!!!!!!!!!!,0,2025-12-30T16:19:03Z
@SharvinDandiwala,Our og's are back,1,2025-12-30T16:19:03Z
@moondragon3535,Nice.,0,2025-12-30T16:18:59Z
@marilynkoh7781,Thorson odinson,0,2025-12-30T16:18:53Z
@seraphmII,"let's get a ""Hulk will return in Avengers: Doomsday"", please... the real Hulk",0,2025-12-30T16:18:53Z
@shomgerry,"We're getting the Infinity War vibes back again, somewhat. Love to see it!",0,2025-12-30T16:18:53Z
@SavagevMan,You could not live with your own failure. And where did that bring you? Back to me,0,2025-12-30T16:18:51Z
@ascripter,"Doom: You think a few dark clouds frighten Doom? 

Thor: *smirks* Those aren't from me

Doom: Wait, what? 

Storm: Winds and sky! Heed my command!",0,2025-12-30T16:18:50Z
@hisokamorrow9139,Thor is In his PRIME 🔥,1,2025-12-30T16:18:50Z
@sarthakroy394,Again one word “PEAK”,0,2025-12-30T16:18:48Z
@mm39607,"Finally, I missed this Thor so very much ❤",0,2025-12-30T16:18:48Z
@gamingwithaloneboy-p4j,Goosebumps in 10 seconds… Marvel cooked 😮‍🔥,14,2025-12-30T16:18:47Z
@anaducksftw2520,Let's go baby!!!! Thor and Loki reunited again! ...just to be tossed aside by Doom. I'll enjoy it while it lasts.,0,2025-12-30T16:18:45Z
@Lerchay_Historia,We Only need to wait 353 days,1,2025-12-30T16:18:45Z
@JuninhoPereira-m8s,"Sem isso de vingadores babá, o Thor e o capitão América de guerra infinita são os melhores..",0,2025-12-30T16:18:37Z
@Lia-zl6rd,OMG,0,2025-12-30T16:18:37Z
@KartikKanojia47,"We are watching some glimpses of Avengers Doomsday🤩

Still can digest this",0,2025-12-30T16:18:36Z
@Hotsaucedeluxe,You sure you dont want to make him fat and silly?,0,2025-12-30T16:18:34Z
@Owenr22,Sounds like a dog growling at the delivery guy.,0,2025-12-30T16:18:34Z
@brianb815,"Boy, they're desperate.",2,2025-12-30T16:18:32Z
@rocco238,Thanos will return in Avengers : Doomsday,0,2025-12-30T16:18:32Z
@chadlewis5379,"Marvel, you'd better make sure this monologue is in the final cut of Doomsday. This is some of the best dialogue you've ever given Thor, and it would suck for it to be exclusive to the marketing.",0,2025-12-30T16:18:30Z
@malcomwrld,Bro is locked in now,0,2025-12-30T16:18:30Z
@uddiptachandra5571,HE'S BACK BABY..... THE BEST VERSION OF THOR ⚡⚡,1,2025-12-30T16:18:26Z
@BeepYoutube,"wait this actually might be good.

Are we back?",0,2025-12-30T16:18:25Z
@andrewgonzalez6637,Dead Pool: Is Thor crying? Why is Thor crying?😂,0,2025-12-30T16:18:21Z
@warrennewman5325,That clock time sounds similar to stranger things as well ✨️🌟,0,2025-12-30T16:18:15Z
@imcool6666,"loki and thor have to reunite, give the man the strength to find his way back to his daughter !!",0,2025-12-30T16:18:14Z
@Newstubeinside,Goosebumps,0,2025-12-30T16:18:14Z
@9kaustav,This is a new trailer that i am seeing for the very first time 😂,0,2025-12-30T16:18:11Z
@nemesis9763,"Why do I feel like this time, Thor is gonna be the one departing ? 🥺",0,2025-12-30T16:18:10Z
